"","Plasma.T.rd","Time.trap","Time.bled","Time.delay","FW.No","ABBBS.No.","Current.Colors","Year","Date","recap","Site","Bander","Sex","Sexed.how.","Age","Aged.how.","Plumage.Type","wing","tarsus","tail","Top.Culm","Brood.Patch","Shoulder.Area","Eyebrow","White.Chin","fat","Ectoparasites","Molt.wing","Molt.total","bird.weight","status","Breed.stage","Blood.hemato","Blood.plasma","Plasma.T","Molt.","Eccentric.molt.","Minimum.T.","Eggs","MTresid","logMTresid","Eyebrow.Length","Playback.Used.","index","Sample","pg.in.tube","recovery","total.pg","Plasma.mL","prop.in.assay","mL.in.tube","pg.mL","minTmerge","Subspecies","jul_date","Time_delay_sec","MoltYN","BreedYN","sunrise","Time.trap.sec","T_aft_sunrise","LPlasma.T","minT_compiled","andr.detected"
"259",82.67,"9:54:00","9:56:30","0:02:30","13-04012",36101,"YWG","2015","7/20/15",1,"Garuahi","JPB","F","Known","2","Known","Black",43.95,23.62,47.68,11.97,"N",266.3508,"N","L",1,1,1,7,8.43,"BF","Prebreed",39.96,38.3,82.67,0,"N",NA,NA,NA,NA,NA,"Y",155,57,1.95,0.739006643,2.638677226,0.0383,0.833333333,0.031916667,82.67396008,"yes","M.a.moretoni",201,150,"Yes","No",21600,35640,14040,4.41485677926458,"yes",0
"260",82.86,"17:40:00","17:50:00","0:10:00","15-04123",47707,"GWO","2015","11/3/15",1,"Garuahi","JPB","F","Known","1+","Known","Black",44.7,22.7,NA,NA,NA,NA,NA,NA,1,NA,1,6,9.36,"BF","Prebreed",42.5,46.6,82.86,0,NA,NA,NA,NA,NA,NA,"N",255,49,1.95,0.60604111,3.217603503,0.0466,0.833333333,0.038833333,82.85674257,"yes","M.a.moretoni",307,600,"Yes","No",21600,63600,42000,4.41715243664926,"yes",0
"261",82.99,"6:43:00","6:45:10","0:02:10","14-04056",36173,"GEE","2015","8/12/15",1,"Porotona","JPB","M","Known","1","Known","Glossy",45.72,23.55,41.14,11.46,NA,305.9964,"N","N",1,1,0,5,9.1,"BM","Prebreed",43.56,42.71,82.99,0,NA,NA,NA,NA,NA,NA,"N",192,45,1.95,0.660346834,2.952993638,0.0427,0.833333333,0.035583333,82.98811159,"yes","M.a.moretoni",224,130,"Yes","No",21600,24180,2580,4.41872011861036,"yes",0
"262",85.35,"8:39:27","8:44:04","0:04:37","15-04129",47714,"EBY","2015","7/16/15",0,"Garuahi","EDE","M","S, CP","1+","Skull","Glossy",44.47,20.15,43.81,11.11,NA,324.9405,"N","N",0,2,1,6,8.62,"UNK","Prebreed",NA,38.11,85.35,0,"N",NA,NA,NA,NA,NA,"N",144,29,1.95,0.7196013,2.709833904,0.0381,0.833333333,0.03175,85.34909933,"yes","M.a.moretoni",197,277,"Yes","No",21600,31167,9567,4.44676044924045,"yes",0
"263",85.83,"7:06:00","7:12:00","0:06:00","15-04133",47719,"EGB","2015","11/4/15",1,"Garuahi","JPB","M","Known","1+","Known","Glossy",45.2,23.8,43.3,NA,NA,NA,"N","N",1,1,0,5,9.47,"BM","Prebreed",55.1,41.8,85.83,0,NA,NA,NA,NA,NA,NA,"Y",258,58,1.95,0.652224862,2.989766434,0.0418,0.833333333,0.034833333,85.83061533,"yes","M.a.moretoni",308,360,"Yes","No",21600,25560,3960,4.45236859573013,"yes",0
"264",86.96,"8:27:00","8:30:00","0:03:00","15-04127",47718,"BGW","2015","11/4/15",1,"Garuahi","JPB","F","Known","1+","Known","Black",43.7,22.7,46.1,NA,"N",NA,"H","N",1,1,0,4,8.07,"BF","Prebreed",44.5,43.5,86.96,0,NA,NA,NA,NA,NA,NA,"Y",261,50,1.95,0.618586547,3.152347894,0.0435,0.833333333,0.03625,86.96132121,"yes","M.a.moretoni",308,180,"Yes","No",21600,30420,8820,4.46544824281295,"yes",0
"265",87.4,"6:48:22","6:53:24","0:05:02","15-04146",47733,"BYO","2015","11/13/15",1,"Garuahi","JPB","F","Known","1+","Known","Black",44.79,22.65,46.91,NA,"Y",NA,"N","N",0,1,1,2,10.26,"BF","Prebreed",44.42,53.44,87.4,0,"N",NA,NA,NA,NA,NA,"N",272,24,1.95,0.501403894,3.889080286,0.0534,0.833333333,0.0445,87.39506261,"yes","M.a.moretoni",317,302,"Yes","No",21600,24502,2902,4.47049528266149,"yes",0
"266",87.63,"9:24:00","9:29:05","0:05:05","15-04018",47622,"WOW","2015","7/1/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",43.22,22.4,48.67,11.3,"N",NA,NA,NA,0,0,1,6,7.43,"BF","Prebreed",37.46,42.62,87.63,0,"N",NA,NA,NA,NA,NA,"N",102,39,1.95,0.626805863,3.111011104,0.0426,0.833333333,0.0355,87.6341156,"yes","M.a.lorentzi",182,305,"Yes","No",21600,33840,12240,4.47312340506776,"yes",0
"267",87.7,"7:09:00","7:15:52","0:06:52","15-04035",47639,"BGK","2015","7/5/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",42.54,22.08,49.71,10.58,"N",NA,"H",NA,0,NA,1,11,7.35,"BF","Prebreed",NA,40.77,87.7,0,"Y",NA,NA,NA,NA,NA,"N",118,9,1.95,0.653972271,2.981777802,0.0408,0.833333333,0.034,87.69934713,"yes","M.a.lorentzi",186,412,"Yes","No",21600,25740,4140,4.47392189937814,"yes",0
"268",88.39,"9:21:28","9:25:14","0:03:46","12-04026",36027,"OBY","2015","7/19/15",1,"Garuahi","EDE","F","Known","3","Known","Black",43.71,22.52,46.97,10.44,"Y",307.1031,"M","L",1,1,0,0,7.63,"BF","Prebreed",40.8,37.52,88.39,0,"Y",NA,NA,NA,NA,NA,"Y",149,22,1.95,0.705991021,2.76207479,0.0375,0.833333333,0.03125,88.38639328,"yes","M.a.moretoni",200,226,"No","No",21600,33688,12088,4.48175884107286,"yes",0
"269",88.87,"12:52:00","12:55:30","0:03:30","15-04012",47617,"EWO","2015","6/30/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",42.14,21.29,48.97,9.89,"N",NA,NA,NA,1,2,1,8,6.81,"BF","Prebreed",36.32,46.38,88.87,0,NA,NA,NA,NA,NA,NA,"Y",98,36,1.95,0.567471616,3.436295218,0.0464,0.833333333,0.038666667,88.86970391,"yes","M.a.lorentzi",181,210,"Yes","No",21600,46320,24720,4.48717462775038,"yes",0
"270",89.09,"7:30:15","7:33:52","0:03:37","15-04101",36182,"EGO","2015","8/8/15",1,"Porotona","JPB","F","Known","1+","Known","Black",42.83,23.01,43.78,12.27,"Y",286.0566,"L","N",0,1,0,0,8.01,"BF","Fledglg",47.01,45.88,89.09,0,"N",NA,NA,NA,NA,NA,"N",189,19,1.95,0.572264934,3.407512648,0.0459,0.833333333,0.03825,89.08529798,"yes","M.a.moretoni",220,217,"No","Yes",21600,27015,5415,4.48964709473255,"yes",0
"271",89.22,"18:36:00","18:42:05","0:06:05","15-04057",47657,"BWY","2015","7/8/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",40.18,20.51,50.32,NA,NA,NA,NA,NA,2,NA,NA,NA,7.44,"BF","Prebreed",36.91,33.43,89.22,NA,NA,NA,NA,NA,NA,NA,"N",132,18,1.95,0.785230329,2.483347786,0.0334,0.833333333,0.027833333,89.22207614,"yes","M.a.lorentzi",189,365,NA,"No",21600,66960,45360,4.49110522970012,"yes",0
"272",91.37,"15:49:15","15:51:30","0:02:15","15-04198",47784,"GEO","2015","11/20/15",1,"Porotona","JPB","F","Known","1+","Known","Black",45.24,23.02,46.99,NA,NA,NA,"L","N",1,1,0,6,8.57,"BF","Prebreed",42.97,37.3,91.37,0,NA,NA,NA,NA,NA,NA,"N",292,19,1.95,0.686561918,2.840239095,0.0373,0.833333333,0.031083333,91.37498428,"yes","M.a.moretoni",324,135,"Yes","No",21600,56955,35355,4.51491719701053,"yes",0
"273",91.53,"8:20:00","8:27:00","0:07:00","15-04184",47770,"EOE","2015","9/18/15",0,"Garuahi","JPB","F","S, BP","1+","Skull","Black",42.7,23.1,46.1,12.1,"Y",297.33,"M","H",0,1,0,0,7.95,"BF","Fledglg",33.5,40.9,91.53,0,"N",NA,NA,NA,NA,NA,"N",223,25,1.95,0.625066059,3.119670269,0.0409,0.833333333,0.034083333,91.53066804,"yes","M.a.moretoni",261,420,"No","Yes",21600,30000,8400,4.51666678739669,"yes",0
"274",93.61,"7:20:00","7:25:08","0:05:08","15-04053",47654,"KBY","2015","7/8/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",42.15,22.01,48.2,9.25,"N",NA,"H",NA,0,1,1,8,7.56,"BF","Prebreed",40.49,35.3,93.61,0,"Y",NA,NA,NA,NA,NA,"Y",129,16,1.95,0.708156061,2.753630319,0.0353,0.833333333,0.029416667,93.60782955,"yes","M.a.lorentzi",189,308,"Yes","No",21600,26400,4800,4.53913721538365,"yes",0
"275",94.3,"8:31:00","8:36:30","0:05:30","14-04065",36180,"GYG","2015","8/1/15",1,"Garuahi","JPB","M","Known","2+","Known","Glossy",46.85,23.95,42.49,NA,NA,NA,"N","N",0,1,0,6,9.37,"BM","Fledglg",41.62,43.98,94.3,0,"N",NA,NA,NA,NA,NA,"N",168,34,1.95,0.563993217,3.457488389,0.044,0.833333333,0.036666667,94.29513789,"yes","M.a.moretoni",213,330,"Yes","Yes",21600,30660,9060,4.54648118963941,"yes",0
"276",94.33,"7:49:44","7:51:44","0:02:00","15-04183",47769,"BWG","2015","11/15/15",1,"Garuahi","JPB","F","Known","1+","Known","Black",48.28,21.72,47.75,NA,"Y",NA,"N","N",2,1,0,2,8.57,"BF","Incub",41.29,45.27,94.33,0,NA,NA,NA,NA,NA,NA,"N",284,8,1.95,0.661668405,2.947095531,0.0453,0.689655172,0.031241379,94.3330799,"yes","M.a.moretoni",319,120,"Yes","Yes",21600,28184,6584,4.54679927266176,"yes",0
"277",95.63,"9:24:00","9:26:55","0:02:55","15-04021",47625,"KEG","2015","7/2/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",41.86,21.43,47.51,9.72,"N",NA,"H",NA,0,1,1,6,6.61,"BF","Prebreed",49.57,54.29,95.63,0,"N",NA,NA,NA,NA,NA,"N",107,43,1.95,0.450630954,4.327265991,0.0543,0.833333333,0.04525,95.63018764,"yes","M.a.lorentzi",183,175,"Yes","No",21600,33840,12240,4.56048657836145,"yes",0
"278",96.52,"8:30:55","8:35:17","0:04:22","15-04066",47666,"YYB","2015","7/10/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",43.28,22.23,47.63,10.37,"N",NA,"H",NA,0,1,1,6,7.26,"BF","Prebreed",43.85,42.09,96.52,0,"N",NA,NA,NA,NA,NA,"Y",138,23,1.95,0.575883867,3.386099371,0.0421,0.833333333,0.035083333,96.51589656,"yes","M.a.lorentzi",191,262,"Yes","No",21600,30655,9055,4.56975024075683,"yes",0
"279",98.06,"10:28:00","10:30:44","0:02:44","15-04119",47703,"GGK","2015","7/15/15",1,"Garuahi","EDE","M","S, CP","1+","Known","Glossy",41.41,23.14,46.15,12,NA,234.5625,"N","N",1,1,1,6,8.98,"BM","Prebreed",31.99,32.71,98.06,0,"Y",NA,NA,NA,NA,NA,"N",140,27,1.95,0.729742651,2.672174906,0.0327,0.833333333,0.02725,98.06146443,"yes","M.a.moretoni",196,164,"Yes","No",21600,37680,16080,4.58557953622309,"yes",0
"280",100.56,"16:10:00","16:13:31","0:03:31","15-04154",47741,"WBG","2015","8/6/15",0,"Porotona","JPB","F","S, BP","1+","Skull","Black",43.84,23.56,45.14,11.1,"Y",332.816,"M","N",2,1,1,3,9.36,"BF","Prebreed",39.7,36.25,100.56,0,"N",NA,NA,NA,NA,NA,"N",180,18,1.95,0.641058044,3.041846237,0.0363,0.833333333,0.03025,100.5569004,"yes","M.a.moretoni",218,211,"Yes","No",21600,58200,36600,4.61075456428199,"yes",0
"281",101.17,"8:57:34","9:01:00","0:03:26","14-04030",36148,"WEK","2015","7/22/15",1,"Garuahi","JPB","F","Known","1","Known","Black",43.01,22.18,44.37,10.98,"Y?",276.8775,"M","L",2,1,1,6,8.57,"BF","Prebreed",43.54,38.84,101.17,0,"Y",NA,NA,NA,NA,NA,"Y",157,31,1.95,0.59611505,3.27118062,0.0388,0.833333333,0.032333333,101.1705346,"yes","M.a.moretoni",203,206,"Yes","No",21600,32254,10654,4.6168022702178,"yes",0
"282",102.28,"7:43:00","7:47:00","0:04:00","14-04030",36148,"WEK","2015","11/4/15",1,"Garuahi","JPB","F","Known","1","Known","Black",43.6,22.5,44.6,NA,"N",NA,"L","N",1,1,0,2,NA,"BF","Prebreed",39.8,39.9,102.28,0,NA,NA,NA,NA,NA,NA,"N",259,52,1.95,0.573367829,3.400958163,0.0399,0.833333333,0.03325,102.284456,"yes","M.a.moretoni",308,240,"Yes","No",21600,27780,6180,4.62771415042299,"yes",0
"283",106.61,"18:30:00","18:35:10","0:05:10","15-04019",47623,"WBO","2015","7/1/15",0,"Obo","EDE","F","S, BP","1+","Skull","Brown",44.09,21.66,47.6,9.92,"Y (1)",NA,"H",NA,1,1,0,1,7.35,"BF","Nestlg",41.75,36.15,106.61,0,NA,NA,NA,NA,NA,NA,"N",104,28,1.95,0.606316834,3.216140291,0.0362,0.833333333,0.030166667,106.6123853,"yes","M.a.lorentzi",182,310,"Yes","Yes",21600,66600,45000,4.66917731596238,"yes",0
"284",107.88,"16:42:48","16:47:46","0:04:58","15-04031",47635,"MET","2015","7/3/15",0,"Obo","EDE","M","Plum","1+","Skull","Mixed",43.31,22.35,46.52,10.99,NA,NA,"L","L",2,0,1,7,8.04,"UNK","Prebreed",37.43,36.99,107.88,0,"N",NA,NA,NA,NA,NA,"N",114,1,1.95,0.586255067,3.326197266,0.037,0.833333333,0.030833333,107.8766681,"yes","M.a.lorentzi",184,298,"Yes","No",21600,60168,38568,4.68101949827153,"yes",0
"285",110.01,"5:47:00","5:51:00","0:04:00","14-04031",36149,"WKY","2015","11/4/15",1,"Garuahi","JPB","F","Known","2+","Known","Black",45.4,21.8,48.2,NA,"EGG",NA,"L","N",1,1,1,1,10.07,"BF","Build",49.7,43.4,110.01,0,"N",NA,NA,NA,NA,NA,"N",256,2,1.95,0.592203218,3.292788593,0.0434,0.689655172,0.029931034,110.0125221,"yes","M.a.moretoni",308,240,"Yes","Yes",21600,20820,-780,4.70057127075134,"yes",0
"286",110.02,"7:56:30","7:58:24","0:01:54","14-04066",36181,"OBE","2015","11/16/15",1,"Garuahi","JPB","F","Known","1","Known","Black",42.31,22.34,45.49,NA,"Y",NA,"N","N",1,1,1,3,8.7,"BF","Incub",38.88,39.85,110.02,0,"N",NA,NA,NA,NA,NA,"N",290,6,1.95,0.644093879,3.027508974,0.0399,0.689655172,0.027517241,110.022256,"yes","M.a.moretoni",320,114,"Yes","Yes",21600,28590,6990,4.70066216744731,"yes",0
"287",110.27,"16:36:00","16:38:18","0:02:18","15-04123",47707,"GWO","2015","7/19/15",1,"Garuahi","EDE","F","Plum","1+","Known","Black",45.08,22.5,46.85,11.79,"Y",248.949,"L","L",1,1,1,10,9.47,"BF","Prebreed",34.94,38.19,110.27,0,"N",NA,NA,NA,NA,NA,"N",152,9,1.95,0.671246938,2.905041183,0.0382,0.689655172,0.026344828,110.2698878,"yes","M.a.moretoni",200,138,"Yes","No",21600,59760,38160,4.70293190377059,"yes",0
"288",110.98,"6:44:00","6:47:00","0:03:00","15-04198",47784,"GEO","2015","10/28/15",0,"Porotona","JPB","F","Plum","1+","Skull","Black",45.2,22.6,48.5,11.9,NA,323.96,"N","N",1,1,1,2,8.06,"BF","Prebreed",44.7,37.8,110.98,0,NA,NA,NA,NA,NA,NA,"N",243,39,1.95,0.55778943,3.495942907,0.0378,0.833333333,0.0315,110.9823145,"yes","M.a.moretoni",301,180,"Yes","No",21600,24240,2640,4.70935000489775,"yes",0
"289",114.86,"8:35:00","8:38:45","0:03:45","14-04066",36181,"OBE","2015","8/1/15",1,"Garuahi","JPB","F","Known","1","Known","Black",41.5,22.91,44.13,NA,"Y",NA,"L","M",0,1,0,0,8.04,"BF","Fledglg",42.9,39.94,114.86,0,"N",NA,NA,NA,NA,NA,"N",169,21,1.95,0.657187892,2.967187959,0.031,0.833333333,0.025833333,114.8588887,"yes","M.a.moretoni",213,225,"No","Yes",21600,30900,9300,4.74371399543615,"yes",0
"290",119.58,"6:34:00","6:38:18","0:04:18","11-07038",11034,"WBO","2015","11/16/15",1,"Garuahi","JPB","F","Known","5+","Known","Black",44.83,21.71,46.69,NA,"Maybe",NA,"L","N",0,1,0,1,9.89,"BF","Prebreed",38.63,47.3,119.58,0,NA,NA,NA,NA,NA,NA,"Y",288,4,1.95,0.499916134,3.900654265,0.0473,0.689655172,0.03262069,119.5760821,"yes","M.a.moretoni",320,258,"Yes","No",21600,23640,2040,4.78398560345276,"yes",0
"291",126.39,"7:06:00","7:09:00","0:03:00","14-04045",36198,"GYK","2015","10/2/15",1,"Porotona","JPB","F","Known","2+","Known","Black",43.3,22.7,42.8,NA,"Maybe",NA,"N","N",0,1,0,0,8.45,"BF","Prebreed",41.4,36.3,126.39,0,NA,NA,NA,NA,NA,NA,"Y",230,3,1.95,0.616274488,3.164174469,0.0363,0.689655172,0.025034483,126.3926441,"yes","M.a.moretoni",275,180,"No","No",21600,25560,3960,4.83937236465903,"yes",0
"292",146.49,"6:26:26","6:30:21","0:03:55","15-04127",47712,"WBY","2015","7/16/15",0,"Garuahi","EDE","F","Plum","1+","Skull","Black",44.7,22.34,45.77,11.88,"N",206.9412,"N","N",0,3,1,6,8.32,"BF","Prebreed",18.89,18.66,146.49,0,"N",NA,NA,NA,NA,NA,"N",143,28,1.95,0.854191517,2.282860414,0.0187,0.833333333,0.015583333,146.4937164,"yes","M.a.moretoni",197,235,"Yes","No",21600,23186,1586,4.98695716674168,"yes",0
"293",190.07,"7:21:00","7:24:15","0:03:15","15-04026",47630,"WGE","2015","7/3/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",43.43,22.76,46.49,9.28,"Y",NA,"H",NA,1,1,1,2,7.59,"BF","Prebreed",20.16,21.31,190.07,0,"Y",NA,NA,NA,NA,NA,"N",110,15,1.95,0.698399997,2.792096231,0.0213,0.689655172,0.014689655,190.0722786,"yes","M.a.lorentzi",184,195,"Yes","No",21600,26460,4860,5.24739242536275,"yes",0
